match_id,season,match_phase,team1,team2,team1_short,team2_short,venue,city,pitch_type,toss_winner,toss_decision,team1_home,team2_home,team1_strength,team2_strength,team1_score,team2_score,winner,winner_short,win_margin,player_of_match
494,2024,league,Punjab Kings,Chennai Super Kings,PBKS,CSK,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,bat,1,0,75,90,127,97,Punjab Kings,PBKS,38 runs,Arshdeep Singh
495,2021,final,Mumbai Indians,Gujarat Titans,MI,GT,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,bat,1,0,88,86,180,136,Mumbai Indians,MI,43 runs,Tim David
496,2020,league,Sunrisers Hyderabad,Delhi Capitals,SRH,DC,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Sunrisers Hyderabad,bat,0,0,78,80,210,238,Delhi Capitals,DC,34 runs,Kuldeep Yadav
497,2018,league,Punjab Kings,Sunrisers Hyderabad,PBKS,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Punjab Kings,bat,0,1,75,78,157,138,Punjab Kings,PBKS,23 runs,Arshdeep Singh
498,2025,league,Lucknow Super Giants,Delhi Capitals,LSG,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,0,1,81,80,195,209,Delhi Capitals,DC,41 runs,Tristan Stubbs
499,2024,playoff,Punjab Kings,Kolkata Knight Riders,PBKS,KKR,"IS Bindra Stadium, Mohali",Mohali,pace,Kolkata Knight Riders,bat,1,0,75,85,177,152,Punjab Kings,PBKS,26 runs,Sam Curran
500,2023,league,Chennai Super Kings,Gujarat Titans,CSK,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Chennai Super Kings,field,0,1,90,86,151,109,Chennai Super Kings,CSK,1 wickets,Ruturaj Gaikwad
501,2026,playoff,Lucknow Super Giants,Delhi Capitals,LSG,DC,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Lucknow Super Giants,field,0,0,81,80,151,112,Lucknow Super Giants,LSG,7 runs,KL Rahul
502,2026,league,Sunrisers Hyderabad,Royal Challengers Bangalore,SRH,RCB,"IS Bindra Stadium, Mohali",Mohali,pace,Royal Challengers Bangalore,bat,0,0,78,82,138,123,Sunrisers Hyderabad,SRH,22 runs,Aiden Markram
503,2019,league,Delhi Capitals,Chennai Super Kings,DC,CSK,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Chennai Super Kings,field,1,0,80,90,110,80,Delhi Capitals,DC,4 wickets,Jake Fraser-McGurk
504,2019,league,Mumbai Indians,Lucknow Super Giants,MI,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Mumbai Indians,bat,0,1,88,81,228,195,Mumbai Indians,MI,24 runs,Tilak Varma
505,2019,league,Royal Challengers Bangalore,Delhi Capitals,RCB,DC,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Delhi Capitals,field,0,0,82,80,166,185,Delhi Capitals,DC,5 wickets,Axar Patel
506,2022,league,Mumbai Indians,Royal Challengers Bangalore,MI,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Royal Challengers Bangalore,field,0,1,88,82,212,236,Royal Challengers Bangalore,RCB,3 runs,Rajat Patidar
507,2021,league,Rajasthan Royals,Mumbai Indians,RR,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Mumbai Indians,bat,0,1,83,88,217,238,Mumbai Indians,MI,4 runs,Suryakumar Yadav
508,2021,league,Chennai Super Kings,Sunrisers Hyderabad,CSK,SRH,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,1,0,90,78,192,148,Chennai Super Kings,CSK,40 runs,Shivam Dube
509,2026,league,Gujarat Titans,Punjab Kings,GT,PBKS,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Punjab Kings,bat,1,0,86,75,120,80,Gujarat Titans,GT,5 wickets,Wriddhiman Saha
510,2020,league,Lucknow Super Giants,Gujarat Titans,LSG,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Lucknow Super Giants,field,0,1,81,86,183,195,Gujarat Titans,GT,49 runs,David Miller
511,2019,playoff,Kolkata Knight Riders,Mumbai Indians,KKR,MI,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,bat,1,0,85,88,134,124,Kolkata Knight Riders,KKR,7 wickets,Varun Chakravarthy
512,2025,league,Kolkata Knight Riders,Punjab Kings,KKR,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,0,1,85,75,166,184,Punjab Kings,PBKS,5 wickets,Jonny Bairstow
513,2019,league,Rajasthan Royals,Mumbai Indians,RR,MI,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Mumbai Indians,field,0,0,83,88,214,242,Mumbai Indians,MI,2 wickets,Rohit Sharma
514,2021,league,Punjab Kings,Delhi Capitals,PBKS,DC,"IS Bindra Stadium, Mohali",Mohali,pace,Delhi Capitals,field,1,0,75,80,135,96,Punjab Kings,PBKS,2 runs,Sam Curran
515,2021,league,Royal Challengers Bangalore,Kolkata Knight Riders,RCB,KKR,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Kolkata Knight Riders,field,0,0,82,85,138,149,Kolkata Knight Riders,KKR,4 wickets,Venkatesh Iyer
516,2024,league,Delhi Capitals,Mumbai Indians,DC,MI,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Delhi Capitals,field,0,0,80,88,123,116,Delhi Capitals,DC,31 runs,David Warner
517,2025,league,Chennai Super Kings,Delhi Capitals,CSK,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,bat,0,1,90,80,187,213,Delhi Capitals,DC,45 runs,Tristan Stubbs
518,2019,league,Lucknow Super Giants,Delhi Capitals,LSG,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Lucknow Super Giants,field,0,1,81,80,173,182,Delhi Capitals,DC,43 runs,Anrich Nortje
519,2019,league,Punjab Kings,Chennai Super Kings,PBKS,CSK,"IS Bindra Stadium, Mohali",Mohali,pace,Chennai Super Kings,bat,1,0,75,90,155,168,Chennai Super Kings,CSK,45 runs,Shivam Dube
520,2018,league,Punjab Kings,Gujarat Titans,PBKS,GT,"IS Bindra Stadium, Mohali",Mohali,pace,Gujarat Titans,field,1,0,75,86,195,219,Gujarat Titans,GT,4 runs,Mohammed Shami
521,2020,league,Lucknow Super Giants,Delhi Capitals,LSG,DC,"Wankhede Stadium, Mumbai",Mumbai,batting,Lucknow Super Giants,field,0,0,81,80,175,163,Lucknow Super Giants,LSG,1 wickets,Marcus Stoinis
522,2024,league,Punjab Kings,Gujarat Titans,PBKS,GT,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,1,0,75,86,182,177,Punjab Kings,PBKS,36 runs,Arshdeep Singh
523,2026,league,Gujarat Titans,Sunrisers Hyderabad,GT,SRH,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,field,0,0,86,78,135,93,Gujarat Titans,GT,20 runs,Rashid Khan
524,2026,final,Delhi Capitals,Lucknow Super Giants,DC,LSG,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Delhi Capitals,field,0,0,80,81,156,135,Delhi Capitals,DC,24 runs,Tristan Stubbs
525,2021,playoff,Mumbai Indians,Royal Challengers Bangalore,MI,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Mumbai Indians,field,0,1,88,82,180,137,Mumbai Indians,MI,6 wickets,Ishan Kishan
526,2026,league,Rajasthan Royals,Sunrisers Hyderabad,RR,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,0,1,83,78,150,171,Sunrisers Hyderabad,SRH,6 wickets,Nitish Kumar Reddy
527,2020,league,Gujarat Titans,Royal Challengers Bangalore,GT,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Gujarat Titans,field,0,1,86,82,210,224,Royal Challengers Bangalore,RCB,30 runs,Dinesh Karthik
528,2025,league,Rajasthan Royals,Chennai Super Kings,RR,CSK,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Chennai Super Kings,bat,1,0,83,90,176,200,Chennai Super Kings,CSK,42 runs,MS Dhoni
529,2023,playoff,Lucknow Super Giants,Delhi Capitals,LSG,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,0,1,81,80,157,132,Lucknow Super Giants,LSG,40 runs,Quinton de Kock
530,2025,league,Sunrisers Hyderabad,Lucknow Super Giants,SRH,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,bat,0,1,78,81,145,152,Lucknow Super Giants,LSG,6 wickets,Quinton de Kock
531,2026,league,Punjab Kings,Mumbai Indians,PBKS,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Punjab Kings,bat,0,1,75,88,164,148,Punjab Kings,PBKS,7 wickets,Liam Livingstone
532,2019,league,Lucknow Super Giants,Punjab Kings,LSG,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Lucknow Super Giants,field,0,1,81,75,160,157,Lucknow Super Giants,LSG,24 runs,KL Rahul
533,2026,league,Chennai Super Kings,Gujarat Titans,CSK,GT,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Gujarat Titans,field,1,0,90,86,210,166,Chennai Super Kings,CSK,5 runs,Ravindra Jadeja
534,2026,final,Delhi Capitals,Lucknow Super Giants,DC,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,field,0,1,80,81,124,149,Lucknow Super Giants,LSG,4 wickets,Ayush Badoni
535,2022,league,Delhi Capitals,Mumbai Indians,DC,MI,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Delhi Capitals,field,0,0,80,88,173,200,Mumbai Indians,MI,4 wickets,Ishan Kishan
536,2024,league,Punjab Kings,Lucknow Super Giants,PBKS,LSG,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,1,0,75,81,125,86,Punjab Kings,PBKS,7 wickets,Jonny Bairstow
537,2026,playoff,Punjab Kings,Delhi Capitals,PBKS,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Punjab Kings,field,0,1,75,80,160,185,Delhi Capitals,DC,1 wickets,Tristan Stubbs
538,2021,playoff,Lucknow Super Giants,Kolkata Knight Riders,LSG,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,0,1,81,85,194,222,Kolkata Knight Riders,KKR,1 wickets,Andre Russell
539,2020,league,Chennai Super Kings,Gujarat Titans,CSK,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,0,1,90,86,161,131,Chennai Super Kings,CSK,14 runs,Deepak Chahar
540,2018,league,Royal Challengers Bangalore,Delhi Capitals,RCB,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,0,1,82,80,165,182,Delhi Capitals,DC,18 runs,Kuldeep Yadav
541,2026,league,Punjab Kings,Mumbai Indians,PBKS,MI,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,field,1,0,75,88,138,143,Mumbai Indians,MI,5 wickets,Tilak Varma
542,2020,league,Royal Challengers Bangalore,Rajasthan Royals,RCB,RR,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Royal Challengers Bangalore,field,0,0,82,83,144,166,Rajasthan Royals,RR,6 wickets,Yuzvendra Chahal
543,2019,league,Lucknow Super Giants,Rajasthan Royals,LSG,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,field,0,1,81,83,172,142,Lucknow Super Giants,LSG,4 runs,KL Rahul
544,2024,league,Chennai Super Kings,Gujarat Titans,CSK,GT,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,1,0,90,86,153,114,Chennai Super Kings,CSK,2 wickets,Deepak Chahar
545,2019,league,Gujarat Titans,Delhi Capitals,GT,DC,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,field,1,0,86,80,154,128,Gujarat Titans,GT,1 wickets,Wriddhiman Saha
546,2023,league,Royal Challengers Bangalore,Delhi Capitals,RCB,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Royal Challengers Bangalore,bat,0,1,82,80,230,194,Royal Challengers Bangalore,RCB,3 wickets,Faf du Plessis
547,2024,league,Gujarat Titans,Chennai Super Kings,GT,CSK,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Chennai Super Kings,bat,1,0,86,90,172,178,Chennai Super Kings,CSK,45 runs,Devon Conway
548,2023,league,Lucknow Super Giants,Kolkata Knight Riders,LSG,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Lucknow Super Giants,field,0,1,81,85,145,164,Kolkata Knight Riders,KKR,2 wickets,Sunil Narine
549,2022,league,Mumbai Indians,Chennai Super Kings,MI,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,bat,0,1,88,90,157,174,Chennai Super Kings,CSK,5 wickets,Ravindra Jadeja
550,2022,league,Sunrisers Hyderabad,Delhi Capitals,SRH,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,0,1,78,80,175,167,Sunrisers Hyderabad,SRH,4 runs,Travis Head
551,2021,league,Kolkata Knight Riders,Lucknow Super Giants,KKR,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,field,0,1,85,81,185,165,Kolkata Knight Riders,KKR,7 wickets,Varun Chakravarthy
552,2020,final,Rajasthan Royals,Delhi Capitals,RR,DC,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,bat,1,0,83,80,186,168,Rajasthan Royals,RR,14 runs,Yuzvendra Chahal
553,2019,league,Delhi Capitals,Royal Challengers Bangalore,DC,RCB,"Eden Gardens, Kolkata",Kolkata,balanced,Delhi Capitals,field,0,0,80,82,114,118,Royal Challengers Bangalore,RCB,22 runs,Faf du Plessis
554,2022,league,Rajasthan Royals,Delhi Capitals,RR,DC,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Delhi Capitals,field,0,0,83,80,184,186,Delhi Capitals,DC,3 wickets,Rishabh Pant
555,2023,league,Delhi Capitals,Mumbai Indians,DC,MI,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Delhi Capitals,field,0,0,80,88,181,157,Delhi Capitals,DC,3 wickets,Jake Fraser-McGurk
556,2020,playoff,Kolkata Knight Riders,Rajasthan Royals,KKR,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,field,0,1,85,83,210,180,Kolkata Knight Riders,KKR,47 runs,Venkatesh Iyer
557,2020,league,Royal Challengers Bangalore,Rajasthan Royals,RCB,RR,"Eden Gardens, Kolkata",Kolkata,balanced,Royal Challengers Bangalore,field,0,0,82,83,206,185,Royal Challengers Bangalore,RCB,5 runs,Faf du Plessis
558,2019,league,Rajasthan Royals,Kolkata Knight Riders,RR,KKR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,field,1,0,83,85,188,193,Kolkata Knight Riders,KKR,9 runs,Sunil Narine
559,2019,league,Kolkata Knight Riders,Sunrisers Hyderabad,KKR,SRH,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Kolkata Knight Riders,bat,0,0,85,78,208,232,Sunrisers Hyderabad,SRH,6 wickets,T Natarajan
560,2019,league,Chennai Super Kings,Mumbai Indians,CSK,MI,"Wankhede Stadium, Mumbai",Mumbai,batting,Chennai Super Kings,field,0,1,90,88,184,145,Chennai Super Kings,CSK,21 runs,Deepak Chahar
561,2018,league,Punjab Kings,Delhi Capitals,PBKS,DC,"Wankhede Stadium, Mumbai",Mumbai,batting,Delhi Capitals,bat,0,0,75,80,194,213,Delhi Capitals,DC,18 runs,Tristan Stubbs
562,2021,league,Gujarat Titans,Sunrisers Hyderabad,GT,SRH,"Wankhede Stadium, Mumbai",Mumbai,batting,Sunrisers Hyderabad,field,0,0,86,78,147,130,Gujarat Titans,GT,15 runs,Hardik Pandya
563,2026,playoff,Sunrisers Hyderabad,Lucknow Super Giants,SRH,LSG,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,1,0,78,81,184,198,Lucknow Super Giants,LSG,28 runs,KL Rahul
564,2021,league,Gujarat Titans,Delhi Capitals,GT,DC,"IS Bindra Stadium, Mohali",Mohali,pace,Delhi Capitals,field,0,0,86,80,141,130,Gujarat Titans,GT,9 runs,Rahul Tewatia
565,2025,league,Kolkata Knight Riders,Sunrisers Hyderabad,KKR,SRH,"Eden Gardens, Kolkata",Kolkata,balanced,Sunrisers Hyderabad,field,1,0,85,78,199,219,Sunrisers Hyderabad,SRH,22 runs,Nitish Kumar Reddy
566,2021,league,Chennai Super Kings,Delhi Capitals,CSK,DC,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Delhi Capitals,field,0,0,90,80,144,118,Chennai Super Kings,CSK,8 runs,MS Dhoni
567,2024,league,Royal Challengers Bangalore,Kolkata Knight Riders,RCB,KKR,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Kolkata Knight Riders,field,1,0,82,85,206,170,Royal Challengers Bangalore,RCB,5 wickets,Rajat Patidar
568,2020,league,Chennai Super Kings,Lucknow Super Giants,CSK,LSG,"Wankhede Stadium, Mumbai",Mumbai,batting,Chennai Super Kings,bat,0,0,90,81,217,213,Chennai Super Kings,CSK,4 wickets,Ravindra Jadeja
569,2023,league,Delhi Capitals,Royal Challengers Bangalore,DC,RCB,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,1,0,80,82,128,84,Delhi Capitals,DC,14 runs,Axar Patel
570,2023,league,Gujarat Titans,Chennai Super Kings,GT,CSK,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Chennai Super Kings,bat,0,0,86,90,141,165,Chennai Super Kings,CSK,3 wickets,Deepak Chahar
571,2024,league,Chennai Super Kings,Lucknow Super Giants,CSK,LSG,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Lucknow Super Giants,field,1,0,90,81,163,155,Chennai Super Kings,CSK,5 wickets,Devon Conway
572,2024,playoff,Sunrisers Hyderabad,Royal Challengers Bangalore,SRH,RCB,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Sunrisers Hyderabad,field,0,1,78,82,129,141,Royal Challengers Bangalore,RCB,27 runs,Dinesh Karthik
573,2018,league,Gujarat Titans,Delhi Capitals,GT,DC,"Wankhede Stadium, Mumbai",Mumbai,batting,Gujarat Titans,field,0,0,86,80,171,200,Delhi Capitals,DC,3 wickets,Kuldeep Yadav
574,2024,playoff,Royal Challengers Bangalore,Punjab Kings,RCB,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Punjab Kings,bat,0,1,82,75,200,221,Punjab Kings,PBKS,3 wickets,Jonny Bairstow
575,2026,league,Mumbai Indians,Lucknow Super Giants,MI,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Mumbai Indians,bat,0,1,88,81,156,184,Lucknow Super Giants,LSG,38 runs,Mark Wood
576,2022,league,Lucknow Super Giants,Chennai Super Kings,LSG,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Lucknow Super Giants,field,0,1,81,90,126,90,Lucknow Super Giants,LSG,7 wickets,Ravi Bishnoi
577,2022,league,Sunrisers Hyderabad,Lucknow Super Giants,SRH,LSG,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Lucknow Super Giants,bat,1,0,78,81,191,206,Lucknow Super Giants,LSG,1 wickets,Marcus Stoinis
578,2019,playoff,Chennai Super Kings,Kolkata Knight Riders,CSK,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,field,0,1,90,85,190,203,Kolkata Knight Riders,KKR,6 wickets,Rinku Singh
579,2021,league,Lucknow Super Giants,Gujarat Titans,LSG,GT,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Lucknow Super Giants,bat,0,0,81,86,193,170,Lucknow Super Giants,LSG,1 wickets,Quinton de Kock
580,2018,playoff,Chennai Super Kings,Rajasthan Royals,CSK,RR,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Rajasthan Royals,bat,1,0,90,83,200,159,Chennai Super Kings,CSK,1 wickets,Deepak Chahar
581,2019,league,Delhi Capitals,Mumbai Indians,DC,MI,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Mumbai Indians,field,1,0,80,88,166,184,Mumbai Indians,MI,3 wickets,Ishan Kishan
582,2021,playoff,Kolkata Knight Riders,Rajasthan Royals,KKR,RR,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,bat,1,0,85,83,179,185,Rajasthan Royals,RR,10 runs,Riyan Parag
583,2025,league,Mumbai Indians,Kolkata Knight Riders,MI,KKR,"Wankhede Stadium, Mumbai",Mumbai,batting,Kolkata Knight Riders,bat,1,0,88,85,171,195,Kolkata Knight Riders,KKR,1 wickets,Sunil Narine
584,2019,league,Kolkata Knight Riders,Gujarat Titans,KKR,GT,"Eden Gardens, Kolkata",Kolkata,balanced,Gujarat Titans,bat,1,0,85,86,182,195,Gujarat Titans,GT,3 wickets,Wriddhiman Saha
585,2019,league,Royal Challengers Bangalore,Rajasthan Royals,RCB,RR,"IS Bindra Stadium, Mohali",Mohali,pace,Rajasthan Royals,field,0,0,82,83,136,144,Rajasthan Royals,RR,3 wickets,Yuzvendra Chahal
586,2024,league,Punjab Kings,Delhi Capitals,PBKS,DC,"IS Bindra Stadium, Mohali",Mohali,pace,Delhi Capitals,field,1,0,75,80,179,187,Delhi Capitals,DC,3 wickets,Axar Patel
587,2018,league,Kolkata Knight Riders,Royal Challengers Bangalore,KKR,RCB,"Eden Gardens, Kolkata",Kolkata,balanced,Kolkata Knight Riders,bat,1,0,85,82,206,227,Royal Challengers Bangalore,RCB,2 wickets,Virat Kohli
588,2018,league,Kolkata Knight Riders,Delhi Capitals,KKR,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Delhi Capitals,field,0,1,85,80,172,196,Delhi Capitals,DC,5 wickets,David Warner
589,2021,league,Chennai Super Kings,Delhi Capitals,CSK,DC,"Arun Jaitley Stadium, Delhi",Delhi,balanced,Chennai Super Kings,field,0,1,90,80,192,148,Chennai Super Kings,CSK,37 runs,Ruturaj Gaikwad
590,2020,league,Lucknow Super Giants,Chennai Super Kings,LSG,CSK,"Wankhede Stadium, Mumbai",Mumbai,batting,Lucknow Super Giants,field,0,0,81,90,195,184,Lucknow Super Giants,LSG,9 runs,Marcus Stoinis
591,2024,league,Gujarat Titans,Lucknow Super Giants,GT,LSG,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,field,0,1,86,81,128,155,Lucknow Super Giants,LSG,4 wickets,Marcus Stoinis
592,2026,league,Royal Challengers Bangalore,Punjab Kings,RCB,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Royal Challengers Bangalore,field,0,1,82,75,171,135,Royal Challengers Bangalore,RCB,48 runs,Virat Kohli
593,2026,league,Kolkata Knight Riders,Gujarat Titans,KKR,GT,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Gujarat Titans,bat,0,1,85,86,167,171,Gujarat Titans,GT,19 runs,Wriddhiman Saha
594,2019,playoff,Lucknow Super Giants,Royal Challengers Bangalore,LSG,RCB,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Lucknow Super Giants,bat,1,0,81,82,137,125,Lucknow Super Giants,LSG,1 wickets,Ravi Bishnoi
595,2025,league,Lucknow Super Giants,Kolkata Knight Riders,LSG,KKR,"Eden Gardens, Kolkata",Kolkata,balanced,Lucknow Super Giants,bat,0,1,81,85,157,135,Lucknow Super Giants,LSG,14 runs,Ravi Bishnoi
596,2018,league,Rajasthan Royals,Punjab Kings,RR,PBKS,"IS Bindra Stadium, Mohali",Mohali,pace,Rajasthan Royals,field,0,1,83,75,152,121,Rajasthan Royals,RR,6 wickets,Yuzvendra Chahal
597,2024,league,Royal Challengers Bangalore,Gujarat Titans,RCB,GT,"Wankhede Stadium, Mumbai",Mumbai,batting,Royal Challengers Bangalore,bat,0,0,82,86,176,184,Gujarat Titans,GT,24 runs,Hardik Pandya
598,2022,league,Rajasthan Royals,Punjab Kings,RR,PBKS,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Punjab Kings,bat,1,0,83,75,229,236,Punjab Kings,PBKS,11 runs,Shikhar Dhawan
599,2020,league,Sunrisers Hyderabad,Delhi Capitals,SRH,DC,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,field,1,0,78,80,144,164,Delhi Capitals,DC,13 runs,Jake Fraser-McGurk
600,2019,league,Gujarat Titans,Royal Challengers Bangalore,GT,RCB,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Royal Challengers Bangalore,field,1,0,86,82,136,159,Royal Challengers Bangalore,RCB,5 wickets,Virat Kohli
601,2025,league,Sunrisers Hyderabad,Chennai Super Kings,SRH,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,0,1,78,90,154,142,Sunrisers Hyderabad,SRH,4 wickets,Heinrich Klaasen
602,2018,league,Sunrisers Hyderabad,Rajasthan Royals,SRH,RR,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,bat,1,0,78,83,208,184,Sunrisers Hyderabad,SRH,2 wickets,Abhishek Sharma
603,2021,league,Gujarat Titans,Rajasthan Royals,GT,RR,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Rajasthan Royals,bat,0,0,86,83,184,162,Gujarat Titans,GT,2 wickets,Mohammed Shami
604,2018,league,Rajasthan Royals,Kolkata Knight Riders,RR,KKR,"Wankhede Stadium, Mumbai",Mumbai,batting,Kolkata Knight Riders,field,0,0,83,85,183,201,Kolkata Knight Riders,KKR,3 wickets,Varun Chakravarthy
605,2023,league,Mumbai Indians,Chennai Super Kings,MI,CSK,"M.A. Chidambaram Stadium, Chennai",Chennai,spin,Chennai Super Kings,field,0,1,88,90,186,209,Chennai Super Kings,CSK,3 wickets,Ravindra Jadeja
606,2024,league,Gujarat Titans,Punjab Kings,GT,PBKS,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,balanced,Punjab Kings,field,1,0,86,75,183,147,Gujarat Titans,GT,2 wickets,Rahul Tewatia
607,2020,league,Gujarat Titans,Rajasthan Royals,GT,RR,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Rajasthan Royals,bat,0,1,86,83,155,151,Gujarat Titans,GT,2 wickets,Rahul Tewatia
608,2019,league,Mumbai Indians,Punjab Kings,MI,PBKS,"M. Chinnaswamy Stadium, Bangalore",Bangalore,batting,Mumbai Indians,field,0,0,88,75,211,228,Punjab Kings,PBKS,32 runs,Arshdeep Singh
609,2025,league,Kolkata Knight Riders,Sunrisers Hyderabad,KKR,SRH,"Rajiv Gandhi Stadium, Hyderabad",Hyderabad,balanced,Sunrisers Hyderabad,bat,0,1,85,78,158,163,Sunrisers Hyderabad,SRH,2 wickets,Abhishek Sharma
610,2024,league,Royal Challengers Bangalore,Delhi Capitals,RCB,DC,"BRSABV Ekana Stadium, Lucknow",Lucknow,balanced,Delhi Capitals,bat,0,0,82,80,141,118,Royal Challengers Bangalore,RCB,6 wickets,Faf du Plessis
611,2019,league,Royal Challengers Bangalore,Gujarat Titans,RCB,GT,"Sawai Mansingh Stadium, Jaipur",Jaipur,batting,Royal Challengers Bangalore,bat,0,0,82,86,190,186,Royal Challengers Bangalore,RCB,39 runs,Wanindu Hasaranga
