match_id,team1,team2,venue,pitch_type,match_format,toss_winner,toss_decision,team1_home,team2_home,team1_strength,team2_strength,team1_score,team2_score,winner
460,New Zealand,South Africa,"Shere Bangla Stadium, Dhaka",spin,T20,South Africa,bat,0,0,83,84,172,195,South Africa
461,Bangladesh,Afghanistan,"The Oval, London",balanced,T20,Afghanistan,bat,0,0,65,70,191,165,Bangladesh
462,Sri Lanka,South Africa,"R. Premadasa Stadium, Colombo",spin,ODI,South Africa,bat,1,0,72,84,291,251,Sri Lanka
463,England,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,ODI,England,bat,0,1,85,65,271,282,Bangladesh
464,Bangladesh,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,New Zealand,field,0,0,65,83,214,244,New Zealand
465,South Africa,West Indies,"MA Chidambaram Stadium, Chennai",spin,T20,South Africa,field,0,0,84,68,137,121,South Africa
466,India,Bangladesh,"Eden Gardens, Kolkata",balanced,T20,Bangladesh,bat,1,0,92,65,157,174,Bangladesh
467,India,Bangladesh,"Gaddafi Stadium, Lahore",spin,ODI,India,field,0,0,92,65,194,188,India
468,Pakistan,New Zealand,"R. Premadasa Stadium, Colombo",spin,ODI,Pakistan,field,0,0,80,83,197,184,Pakistan
469,Sri Lanka,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Afghanistan,field,0,0,72,70,246,178,Sri Lanka
470,England,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,T20,Bangladesh,bat,0,0,85,65,146,119,England
471,Pakistan,South Africa,"Lord's, London",pace,T20,Pakistan,field,0,0,80,84,132,141,South Africa
472,Pakistan,Australia,"Lord's, London",pace,ODI,Australia,field,0,0,80,90,224,189,Pakistan
473,Bangladesh,England,"The Oval, London",balanced,T20,England,bat,0,1,65,85,154,151,Bangladesh
474,England,West Indies,"Newlands, Cape Town",pace,T20,West Indies,field,0,0,85,68,159,156,England
475,Pakistan,Australia,"Kensington Oval, Barbados",batting,ODI,Pakistan,bat,0,0,80,90,375,298,Pakistan
476,South Africa,Pakistan,"Shere Bangla Stadium, Dhaka",spin,T20,South Africa,field,0,0,84,80,152,125,South Africa
477,India,Bangladesh,"R. Premadasa Stadium, Colombo",spin,T20,Bangladesh,bat,0,0,92,65,163,176,Bangladesh
478,India,Sri Lanka,Dubai International Stadium,spin,T20,India,bat,0,0,92,72,130,134,Sri Lanka
479,Bangladesh,West Indies,Sydney Cricket Ground,balanced,T20,Bangladesh,field,0,0,65,68,138,142,West Indies
480,Afghanistan,New Zealand,"Kensington Oval, Barbados",batting,ODI,Afghanistan,field,0,0,70,83,223,255,New Zealand
481,England,West Indies,"Lord's, London",pace,T20,West Indies,field,1,0,85,68,163,143,England
482,Bangladesh,England,"Newlands, Cape Town",pace,T20,Bangladesh,field,0,0,65,85,189,211,England
483,Sri Lanka,New Zealand,"Hagley Oval, Christchurch",pace,T20,Sri Lanka,bat,0,1,72,83,200,206,New Zealand
484,Australia,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,T20,Afghanistan,bat,0,0,90,70,212,238,Afghanistan
485,West Indies,South Africa,"Gaddafi Stadium, Lahore",spin,T20,South Africa,bat,0,0,68,84,215,183,West Indies
486,Pakistan,New Zealand,Dubai International Stadium,spin,ODI,Pakistan,bat,1,0,80,83,308,259,Pakistan
487,West Indies,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,New Zealand,field,0,0,68,83,156,179,New Zealand
488,Australia,Sri Lanka,Sydney Cricket Ground,balanced,T20,Australia,bat,1,0,90,72,186,145,Australia
489,Australia,Pakistan,"The Oval, London",balanced,T20,Australia,bat,0,0,90,80,179,156,Australia
490,Afghanistan,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Afghanistan,field,0,0,70,83,357,329,Afghanistan
491,West Indies,Sri Lanka,"Kensington Oval, Barbados",batting,T20,Sri Lanka,field,1,0,68,72,188,206,Sri Lanka
492,Australia,Afghanistan,"The Oval, London",balanced,T20,Australia,field,0,0,90,70,138,103,Australia
493,South Africa,Pakistan,"The Oval, London",balanced,ODI,South Africa,field,0,0,84,80,230,158,South Africa
494,Bangladesh,England,"Lord's, London",pace,ODI,England,field,0,1,65,85,338,353,England
495,Australia,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,ODI,Bangladesh,bat,0,1,90,65,281,270,Australia
496,Pakistan,England,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,England,field,0,0,80,85,204,243,England
497,India,Pakistan,"Gaddafi Stadium, Lahore",spin,ODI,Pakistan,field,0,1,92,80,260,290,Pakistan
498,West Indies,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,West Indies,field,0,0,68,83,208,210,New Zealand
499,Afghanistan,Australia,"MA Chidambaram Stadium, Chennai",spin,T20,Afghanistan,bat,0,0,70,90,121,141,Australia
500,Bangladesh,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,Bangladesh,field,0,0,65,85,178,163,Bangladesh
501,Bangladesh,India,"Hagley Oval, Christchurch",pace,ODI,India,field,0,0,65,92,266,276,India
502,South Africa,Afghanistan,"The Oval, London",balanced,T20,South Africa,bat,0,0,84,70,171,175,Afghanistan
503,India,Afghanistan,"Lord's, London",pace,T20,Afghanistan,bat,0,0,92,70,98,60,India
504,West Indies,Pakistan,Melbourne Cricket Ground,pace,ODI,West Indies,bat,0,0,68,80,255,300,Pakistan
505,England,Sri Lanka,"The Oval, London",balanced,ODI,Sri Lanka,field,1,0,85,72,269,283,Sri Lanka
506,New Zealand,India,Sydney Cricket Ground,balanced,T20,India,field,0,0,83,92,180,177,New Zealand
507,New Zealand,Sri Lanka,Melbourne Cricket Ground,pace,ODI,New Zealand,field,0,0,83,72,285,234,New Zealand
508,India,England,"Wankhede Stadium, Mumbai",batting,T20,England,field,1,0,92,85,172,185,England
509,Australia,England,"The Oval, London",balanced,T20,Australia,bat,0,1,90,85,184,203,England
510,West Indies,England,"Hagley Oval, Christchurch",pace,T20,England,field,0,0,68,85,166,148,West Indies
511,England,Afghanistan,"Hagley Oval, Christchurch",pace,ODI,England,field,0,0,85,70,188,200,Afghanistan
512,India,South Africa,Dubai International Stadium,spin,T20,South Africa,field,0,0,92,84,187,204,South Africa
513,Australia,India,Melbourne Cricket Ground,pace,ODI,India,bat,1,0,90,92,260,288,India
514,Bangladesh,Sri Lanka,"Kensington Oval, Barbados",batting,ODI,Bangladesh,field,0,0,65,72,372,415,Sri Lanka
515,Australia,New Zealand,"Newlands, Cape Town",pace,ODI,Australia,field,0,0,90,83,236,252,New Zealand
516,Pakistan,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,T20,Pakistan,field,0,0,80,90,176,151,Pakistan
517,India,Australia,"The Oval, London",balanced,ODI,India,bat,0,0,92,90,256,299,Australia
518,Bangladesh,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,ODI,Sri Lanka,field,0,0,65,72,334,344,Sri Lanka
519,New Zealand,West Indies,"Shere Bangla Stadium, Dhaka",spin,T20,New Zealand,bat,0,0,83,68,154,148,New Zealand
520,West Indies,South Africa,"Lord's, London",pace,ODI,South Africa,field,0,0,68,84,165,189,South Africa
521,Afghanistan,New Zealand,"R. Premadasa Stadium, Colombo",spin,T20,Afghanistan,field,0,0,70,83,179,180,New Zealand
522,South Africa,England,"Gaddafi Stadium, Lahore",spin,ODI,South Africa,field,0,0,84,85,219,202,South Africa
523,Bangladesh,West Indies,"Shere Bangla Stadium, Dhaka",spin,ODI,West Indies,field,1,0,65,68,265,273,West Indies
524,West Indies,England,"Gaddafi Stadium, Lahore",spin,ODI,England,field,0,0,68,85,215,231,England
525,India,South Africa,"Gaddafi Stadium, Lahore",spin,T20,South Africa,field,0,0,92,84,155,173,South Africa
526,South Africa,Sri Lanka,Dubai International Stadium,spin,T20,South Africa,field,0,0,84,72,103,112,Sri Lanka
527,Pakistan,New Zealand,"Kensington Oval, Barbados",batting,ODI,New Zealand,field,0,0,80,83,309,241,Pakistan
528,Australia,South Africa,"MA Chidambaram Stadium, Chennai",spin,T20,South Africa,field,0,0,90,84,154,121,Australia
529,England,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,T20,Afghanistan,field,0,0,85,70,123,88,England
530,South Africa,Australia,"Newlands, Cape Town",pace,T20,South Africa,field,1,0,84,90,182,162,South Africa
531,Bangladesh,West Indies,"Newlands, Cape Town",pace,T20,West Indies,bat,0,0,65,68,147,163,West Indies
532,South Africa,Australia,Sydney Cricket Ground,balanced,ODI,Australia,bat,0,1,84,90,298,303,Australia
533,New Zealand,Bangladesh,"Eden Gardens, Kolkata",balanced,T20,Bangladesh,bat,0,0,83,65,153,163,Bangladesh
534,South Africa,England,Sydney Cricket Ground,balanced,T20,England,field,0,0,84,85,203,204,England
535,West Indies,Pakistan,"Lord's, London",pace,ODI,Pakistan,field,0,0,68,80,219,178,West Indies
536,New Zealand,Sri Lanka,Melbourne Cricket Ground,pace,T20,New Zealand,bat,0,0,83,72,233,228,New Zealand
537,New Zealand,Afghanistan,"Gaddafi Stadium, Lahore",spin,ODI,Afghanistan,field,0,0,83,70,316,352,Afghanistan
538,West Indies,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,ODI,Sri Lanka,bat,0,1,68,72,316,347,Sri Lanka
539,Bangladesh,India,"Lord's, London",pace,ODI,Bangladesh,field,0,0,65,92,273,311,India
540,West Indies,Pakistan,Dubai International Stadium,spin,ODI,Pakistan,bat,0,1,68,80,371,390,Pakistan
541,India,Pakistan,"Eden Gardens, Kolkata",balanced,ODI,India,field,1,0,92,80,219,261,Pakistan
542,India,Bangladesh,"The Oval, London",balanced,T20,India,bat,0,0,92,65,145,130,India
543,England,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,T20,England,field,0,0,85,90,191,203,Australia
544,Australia,Afghanistan,Dubai International Stadium,spin,T20,Australia,bat,0,0,90,70,151,116,Australia
545,Sri Lanka,England,"Hagley Oval, Christchurch",pace,ODI,England,field,0,0,72,85,234,266,England
546,West Indies,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,T20,West Indies,bat,0,0,68,84,144,138,West Indies
547,South Africa,Bangladesh,"Wankhede Stadium, Mumbai",batting,T20,Bangladesh,field,0,0,84,65,185,167,South Africa
548,Bangladesh,West Indies,"Hagley Oval, Christchurch",pace,ODI,West Indies,field,0,0,65,68,284,327,West Indies
549,Afghanistan,England,"Eden Gardens, Kolkata",balanced,ODI,England,bat,0,0,70,85,382,388,England
550,West Indies,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,ODI,West Indies,field,0,0,68,72,261,296,Sri Lanka
551,Australia,West Indies,"MA Chidambaram Stadium, Chennai",spin,ODI,Australia,field,0,0,90,68,221,170,Australia
552,Australia,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,Australia,field,0,0,90,72,174,152,Australia
553,Afghanistan,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,New Zealand,bat,0,0,70,83,188,173,Afghanistan
554,West Indies,England,"Wankhede Stadium, Mumbai",batting,T20,England,bat,0,0,68,85,182,186,England
555,India,South Africa,"Eden Gardens, Kolkata",balanced,ODI,India,field,1,0,92,84,232,198,India
556,Sri Lanka,South Africa,Dubai International Stadium,spin,ODI,South Africa,field,0,0,72,84,319,334,South Africa
557,Bangladesh,India,"Shere Bangla Stadium, Dhaka",spin,T20,Bangladesh,field,1,0,65,92,171,128,Bangladesh
558,Sri Lanka,Pakistan,"Eden Gardens, Kolkata",balanced,T20,Pakistan,bat,0,0,72,80,145,123,Sri Lanka
559,South Africa,West Indies,"MA Chidambaram Stadium, Chennai",spin,ODI,South Africa,field,0,0,84,68,208,181,South Africa
560,Pakistan,Sri Lanka,Melbourne Cricket Ground,pace,T20,Sri Lanka,bat,0,0,80,72,160,170,Sri Lanka
561,India,South Africa,"Gaddafi Stadium, Lahore",spin,T20,India,field,0,0,92,84,207,173,India
562,Sri Lanka,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,ODI,Bangladesh,field,0,0,72,65,270,290,Bangladesh
563,West Indies,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,West Indies,bat,0,0,68,83,205,233,New Zealand
564,Afghanistan,Pakistan,Sydney Cricket Ground,balanced,ODI,Pakistan,bat,0,0,70,80,228,198,Afghanistan
565,Pakistan,India,"MA Chidambaram Stadium, Chennai",spin,T20,Pakistan,field,0,1,80,92,160,164,India
566,West Indies,South Africa,Sydney Cricket Ground,balanced,T20,South Africa,bat,0,0,68,84,142,122,West Indies
567,Bangladesh,Australia,"R. Premadasa Stadium, Colombo",spin,T20,Bangladesh,bat,0,0,65,90,130,150,Australia
568,Bangladesh,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,Sri Lanka,bat,0,0,65,72,174,200,Sri Lanka
569,South Africa,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,Afghanistan,field,0,0,84,70,346,365,Afghanistan
570,South Africa,New Zealand,Sydney Cricket Ground,balanced,ODI,South Africa,field,0,0,84,83,357,383,New Zealand
571,West Indies,Pakistan,"Wankhede Stadium, Mumbai",batting,ODI,West Indies,bat,0,0,68,80,293,277,West Indies
572,England,West Indies,"Hagley Oval, Christchurch",pace,ODI,West Indies,bat,0,0,85,68,154,121,England
573,Sri Lanka,New Zealand,Melbourne Cricket Ground,pace,ODI,New Zealand,bat,0,0,72,83,247,206,Sri Lanka
574,Sri Lanka,New Zealand,"Gaddafi Stadium, Lahore",spin,ODI,Sri Lanka,bat,0,0,72,83,226,268,New Zealand
575,England,Australia,"R. Premadasa Stadium, Colombo",spin,T20,Australia,field,0,0,85,90,215,189,England
576,Afghanistan,West Indies,"Shere Bangla Stadium, Dhaka",spin,T20,Afghanistan,field,0,0,70,68,186,194,West Indies
577,West Indies,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,T20,West Indies,field,0,0,68,84,177,146,West Indies
578,Sri Lanka,Pakistan,"Eden Gardens, Kolkata",balanced,ODI,Sri Lanka,bat,0,0,72,80,298,310,Pakistan
579,Pakistan,England,"Kensington Oval, Barbados",batting,T20,England,field,0,0,80,85,167,189,England
580,Australia,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Australia,field,0,0,90,68,269,262,Australia
581,Afghanistan,India,"R. Premadasa Stadium, Colombo",spin,ODI,India,bat,0,0,70,92,341,386,India
582,Bangladesh,Pakistan,"Newlands, Cape Town",pace,T20,Pakistan,field,0,0,65,80,166,133,Bangladesh
583,India,Afghanistan,"Newlands, Cape Town",pace,ODI,Afghanistan,field,0,0,92,70,197,141,India
584,England,Bangladesh,"Wankhede Stadium, Mumbai",batting,ODI,Bangladesh,field,0,0,85,65,368,334,England
585,Pakistan,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Pakistan,field,0,0,80,83,260,249,Pakistan
586,Afghanistan,Australia,Sydney Cricket Ground,balanced,T20,Australia,field,0,1,70,90,184,197,Australia
587,England,West Indies,"Hagley Oval, Christchurch",pace,ODI,West Indies,field,0,0,85,68,252,234,England
588,Sri Lanka,West Indies,"Wankhede Stadium, Mumbai",batting,T20,Sri Lanka,bat,0,0,72,68,140,111,Sri Lanka
589,England,Pakistan,"R. Premadasa Stadium, Colombo",spin,T20,England,field,0,0,85,80,163,186,Pakistan
590,South Africa,New Zealand,"The Oval, London",balanced,T20,South Africa,field,0,0,84,83,123,94,South Africa
591,Afghanistan,New Zealand,"The Oval, London",balanced,ODI,Afghanistan,field,0,0,70,83,339,346,New Zealand
592,England,Sri Lanka,"Wankhede Stadium, Mumbai",batting,T20,Sri Lanka,field,0,0,85,72,123,88,England
593,Bangladesh,Australia,"Gaddafi Stadium, Lahore",spin,T20,Australia,bat,0,0,65,90,202,158,Bangladesh
594,Pakistan,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,ODI,Pakistan,bat,0,1,80,65,239,281,Bangladesh
595,Australia,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,ODI,Australia,bat,0,0,90,70,295,271,Australia
596,Afghanistan,India,"Hagley Oval, Christchurch",pace,T20,Afghanistan,bat,0,0,70,92,164,148,Afghanistan
597,Australia,West Indies,Melbourne Cricket Ground,pace,ODI,Australia,field,1,0,90,68,196,212,West Indies
598,New Zealand,Sri Lanka,Dubai International Stadium,spin,ODI,New Zealand,bat,0,0,83,72,272,195,New Zealand
599,Pakistan,England,"Shere Bangla Stadium, Dhaka",spin,ODI,Pakistan,field,0,0,80,85,303,312,England
600,South Africa,Bangladesh,"R. Premadasa Stadium, Colombo",spin,ODI,Bangladesh,field,0,0,84,65,234,156,South Africa
601,Afghanistan,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,England,bat,0,0,70,85,225,243,England
602,Pakistan,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Sri Lanka,field,0,0,80,72,199,128,Pakistan
603,Australia,Afghanistan,"Eden Gardens, Kolkata",balanced,ODI,Afghanistan,field,0,0,90,70,245,207,Australia
604,England,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,T20,Sri Lanka,bat,0,0,85,72,171,189,Sri Lanka
605,West Indies,New Zealand,"M. Chinnaswamy Stadium, Bangalore",batting,T20,West Indies,field,0,0,68,83,130,89,West Indies
606,Pakistan,New Zealand,"Gaddafi Stadium, Lahore",spin,T20,New Zealand,field,1,0,80,83,208,236,New Zealand
607,South Africa,England,Dubai International Stadium,spin,ODI,England,field,0,0,84,85,260,237,South Africa
608,England,Australia,"Wankhede Stadium, Mumbai",batting,ODI,Australia,field,0,0,85,90,321,268,England
609,Pakistan,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,Sri Lanka,field,1,0,80,72,115,66,Pakistan
610,South Africa,West Indies,"MA Chidambaram Stadium, Chennai",spin,T20,South Africa,field,0,0,84,68,158,175,West Indies
611,Bangladesh,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,ODI,Sri Lanka,field,0,0,65,72,246,252,Sri Lanka
612,Bangladesh,West Indies,"MA Chidambaram Stadium, Chennai",spin,T20,West Indies,bat,0,0,65,68,90,93,West Indies
613,Pakistan,West Indies,"MA Chidambaram Stadium, Chennai",spin,ODI,West Indies,field,0,0,80,68,237,183,Pakistan
614,Sri Lanka,England,"Kensington Oval, Barbados",batting,T20,Sri Lanka,field,0,0,72,85,231,182,Sri Lanka
615,India,Pakistan,"Kensington Oval, Barbados",batting,ODI,India,bat,0,0,92,80,235,274,Pakistan
616,England,Australia,"MA Chidambaram Stadium, Chennai",spin,ODI,Australia,bat,0,0,85,90,221,185,England
617,South Africa,England,"The Oval, London",balanced,T20,South Africa,field,0,1,84,85,150,102,South Africa
618,Sri Lanka,India,"Shere Bangla Stadium, Dhaka",spin,ODI,Sri Lanka,bat,0,0,72,92,219,266,India
619,England,South Africa,"Hagley Oval, Christchurch",pace,ODI,South Africa,bat,0,0,85,84,155,95,England
620,Australia,West Indies,"Hagley Oval, Christchurch",pace,ODI,Australia,bat,0,0,90,68,199,165,Australia
621,India,South Africa,"Gaddafi Stadium, Lahore",spin,ODI,South Africa,bat,0,0,92,84,291,228,India
622,Afghanistan,South Africa,"R. Premadasa Stadium, Colombo",spin,ODI,South Africa,field,0,0,70,84,307,297,Afghanistan
623,Bangladesh,Sri Lanka,"Hagley Oval, Christchurch",pace,T20,Bangladesh,field,0,0,65,72,112,141,Sri Lanka
624,South Africa,England,Sydney Cricket Ground,balanced,ODI,South Africa,bat,0,0,84,85,246,289,England
625,Australia,England,Sydney Cricket Ground,balanced,ODI,England,bat,1,0,90,85,334,323,Australia
626,Afghanistan,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,T20,Sri Lanka,field,0,0,70,72,236,240,Sri Lanka
627,Pakistan,England,Melbourne Cricket Ground,pace,T20,England,field,0,0,80,85,143,136,Pakistan
628,Australia,South Africa,"Kensington Oval, Barbados",batting,ODI,South Africa,bat,0,0,90,84,280,299,South Africa
629,West Indies,New Zealand,"MA Chidambaram Stadium, Chennai",spin,T20,New Zealand,bat,0,0,68,83,163,183,New Zealand
630,England,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,ODI,Sri Lanka,field,0,1,85,72,317,287,England
631,India,Pakistan,"Lord's, London",pace,T20,India,field,0,0,92,80,127,109,India
632,West Indies,India,"Newlands, Cape Town",pace,T20,West Indies,field,0,0,68,92,103,110,India
633,South Africa,Afghanistan,"Kensington Oval, Barbados",batting,ODI,Afghanistan,field,0,0,84,70,329,350,Afghanistan
634,Australia,England,"Lord's, London",pace,T20,England,bat,0,1,90,85,165,171,England
635,England,Afghanistan,"Lord's, London",pace,T20,Afghanistan,field,1,0,85,70,147,137,England
636,South Africa,West Indies,"Wankhede Stadium, Mumbai",batting,ODI,West Indies,field,0,0,84,68,292,271,South Africa
637,India,England,"Wankhede Stadium, Mumbai",batting,ODI,India,field,1,0,92,85,322,315,India
638,South Africa,Sri Lanka,"Hagley Oval, Christchurch",pace,ODI,Sri Lanka,bat,0,0,84,72,342,301,South Africa
639,New Zealand,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,T20,New Zealand,bat,0,0,83,84,161,116,New Zealand
640,Afghanistan,Pakistan,"The Oval, London",balanced,ODI,Afghanistan,bat,0,0,70,80,251,213,Afghanistan
641,Australia,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,T20,Afghanistan,bat,0,0,90,70,189,156,Australia
642,West Indies,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Afghanistan,field,0,0,68,70,348,293,West Indies
643,India,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Sri Lanka,field,1,0,92,72,270,263,India
644,India,New Zealand,Dubai International Stadium,spin,T20,New Zealand,field,0,0,92,83,213,189,India
645,England,Bangladesh,Dubai International Stadium,spin,T20,Bangladesh,field,0,0,85,65,160,187,Bangladesh
646,Sri Lanka,India,"The Oval, London",balanced,T20,India,field,0,0,72,92,167,185,India
647,England,Australia,"MA Chidambaram Stadium, Chennai",spin,ODI,Australia,field,0,0,85,90,215,225,Australia
648,England,India,"MA Chidambaram Stadium, Chennai",spin,T20,India,field,0,1,85,92,182,207,India
649,Australia,Sri Lanka,Melbourne Cricket Ground,pace,ODI,Australia,bat,1,0,90,72,211,139,Australia
650,South Africa,Sri Lanka,"The Oval, London",balanced,T20,South Africa,bat,0,0,84,72,168,170,Sri Lanka
651,Sri Lanka,Afghanistan,"Lord's, London",pace,T20,Afghanistan,bat,0,0,72,70,158,151,Sri Lanka
652,Bangladesh,Afghanistan,"Newlands, Cape Town",pace,ODI,Bangladesh,field,0,0,65,70,279,295,Afghanistan
653,Afghanistan,New Zealand,"Newlands, Cape Town",pace,ODI,New Zealand,field,0,0,70,83,322,294,Afghanistan
654,India,Afghanistan,"Hagley Oval, Christchurch",pace,T20,Afghanistan,field,0,0,92,70,184,170,India
655,West Indies,Sri Lanka,"Lord's, London",pace,ODI,West Indies,field,0,0,68,72,236,273,Sri Lanka
656,New Zealand,South Africa,"The Oval, London",balanced,T20,New Zealand,bat,0,0,83,84,130,118,New Zealand
657,Australia,England,Sydney Cricket Ground,balanced,T20,England,bat,1,0,90,85,175,157,Australia
658,West Indies,South Africa,"R. Premadasa Stadium, Colombo",spin,ODI,West Indies,field,0,0,68,84,301,319,South Africa
659,Afghanistan,Australia,Melbourne Cricket Ground,pace,ODI,Australia,bat,0,1,70,90,247,230,Afghanistan
660,Bangladesh,England,Dubai International Stadium,spin,ODI,England,field,0,0,65,85,299,330,England
661,West Indies,England,"R. Premadasa Stadium, Colombo",spin,ODI,West Indies,field,0,0,68,85,322,327,England
662,South Africa,Afghanistan,"The Oval, London",balanced,T20,Afghanistan,field,0,0,84,70,120,144,Afghanistan
663,Bangladesh,Australia,"Eden Gardens, Kolkata",balanced,ODI,Bangladesh,field,0,0,65,90,259,297,Australia
664,West Indies,Bangladesh,"Kensington Oval, Barbados",batting,T20,Bangladesh,bat,1,0,68,65,149,165,Bangladesh
665,New Zealand,Sri Lanka,Dubai International Stadium,spin,ODI,Sri Lanka,bat,0,0,83,72,304,291,New Zealand
666,India,Afghanistan,"Hagley Oval, Christchurch",pace,ODI,India,bat,0,0,92,70,242,188,India
667,England,Sri Lanka,"Eden Gardens, Kolkata",balanced,T20,England,field,0,0,85,72,201,202,Sri Lanka
668,New Zealand,South Africa,"Gaddafi Stadium, Lahore",spin,ODI,South Africa,bat,0,0,83,84,271,200,New Zealand
669,India,Pakistan,"MA Chidambaram Stadium, Chennai",spin,T20,Pakistan,field,1,0,92,80,141,167,Pakistan
670,Sri Lanka,Australia,"Kensington Oval, Barbados",batting,T20,Australia,bat,0,0,72,90,206,232,Australia
671,Australia,West Indies,"Wankhede Stadium, Mumbai",batting,T20,West Indies,field,0,0,90,68,170,155,Australia
672,South Africa,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Australia,field,0,0,84,90,229,232,Australia
673,New Zealand,Afghanistan,"Hagley Oval, Christchurch",pace,T20,New Zealand,bat,1,0,83,70,179,169,New Zealand
674,India,Pakistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Pakistan,bat,1,0,92,80,282,331,Pakistan
675,Bangladesh,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,Bangladesh,field,0,0,65,68,255,286,West Indies
676,Australia,England,"Gaddafi Stadium, Lahore",spin,ODI,England,bat,0,0,90,85,142,88,Australia
677,Pakistan,Australia,"Shere Bangla Stadium, Dhaka",spin,T20,Pakistan,bat,0,0,80,90,171,185,Australia
678,England,South Africa,Sydney Cricket Ground,balanced,ODI,England,field,0,0,85,84,253,263,South Africa
679,England,Sri Lanka,Sydney Cricket Ground,balanced,ODI,Sri Lanka,bat,0,0,85,72,344,367,Sri Lanka
680,Australia,India,Melbourne Cricket Ground,pace,ODI,India,field,1,0,90,92,274,286,India
681,India,Afghanistan,Sydney Cricket Ground,balanced,ODI,Afghanistan,bat,0,0,92,70,273,284,Afghanistan
682,India,Australia,"Eden Gardens, Kolkata",balanced,ODI,India,bat,1,0,92,90,296,252,India
683,Afghanistan,Australia,"MA Chidambaram Stadium, Chennai",spin,ODI,Afghanistan,bat,0,0,70,90,327,291,Afghanistan
684,Australia,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,England,bat,0,0,90,85,125,150,England
685,West Indies,India,"Newlands, Cape Town",pace,ODI,India,field,0,0,68,92,172,187,India
686,India,Australia,"Gaddafi Stadium, Lahore",spin,ODI,Australia,bat,0,0,92,90,264,255,India
687,Australia,Sri Lanka,Sydney Cricket Ground,balanced,T20,Sri Lanka,field,1,0,90,72,165,135,Australia
688,Bangladesh,India,"Shere Bangla Stadium, Dhaka",spin,ODI,India,field,1,0,65,92,214,177,Bangladesh
689,England,Bangladesh,"The Oval, London",balanced,ODI,England,field,1,0,85,65,200,171,England
690,New Zealand,England,"Shere Bangla Stadium, Dhaka",spin,ODI,England,field,0,0,83,85,269,317,England
691,Afghanistan,New Zealand,"Kensington Oval, Barbados",batting,T20,Afghanistan,bat,0,0,70,83,232,238,New Zealand
692,Australia,India,Sydney Cricket Ground,balanced,ODI,India,field,1,0,90,92,238,253,India
693,South Africa,Pakistan,"Hagley Oval, Christchurch",pace,T20,Pakistan,field,0,0,84,80,133,101,South Africa
694,England,Australia,"The Oval, London",balanced,ODI,Australia,field,1,0,85,90,185,153,England
695,Bangladesh,New Zealand,"MA Chidambaram Stadium, Chennai",spin,ODI,New Zealand,bat,0,0,65,83,306,355,New Zealand
696,England,West Indies,"Lord's, London",pace,ODI,West Indies,field,1,0,85,68,220,196,England
697,India,Bangladesh,Sydney Cricket Ground,balanced,T20,India,field,0,0,92,65,115,78,India
698,Bangladesh,England,"Kensington Oval, Barbados",batting,T20,England,field,0,0,65,85,190,169,Bangladesh
