innings_id,batsman,team,opponent,venue,pitch_type,match_format,batting_avg,strike_rate,batting_style,batting_position,is_home,opponent_strength,runs_scored,balls_faced,fours,sixes,not_out
495,Mushfiqur Rahim,Bangladesh,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,36.5,78.9,right,6,0,85,13,17,0,0,0
496,Rassie van der Dussen,South Africa,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,48.2,84.5,right,6,0,83,88,119,7,2,0
497,Pathum Nissanka,Sri Lanka,Afghanistan,"Gaddafi Stadium, Lahore",spin,ODI,39.4,85.6,right,2,0,70,3,3,0,0,0
498,Rassie van der Dussen,South Africa,West Indies,"Gaddafi Stadium, Lahore",spin,T20,48.2,84.5,right,6,0,68,37,31,2,0,0
499,Joe Root,England,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,T20,51.2,87.5,right,3,0,68,59,50,4,1,0
500,Rohit Sharma,India,Sri Lanka,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,49.7,91.5,right,1,1,72,17,30,1,0,0
501,Pathum Nissanka,Sri Lanka,New Zealand,"MA Chidambaram Stadium, Chennai",spin,T20,39.4,85.6,right,2,0,83,10,12,1,0,0
502,Rohit Sharma,India,Pakistan,"Kensington Oval, Barbados",batting,T20,49.7,91.5,right,1,0,80,96,125,6,2,0
503,Pathum Nissanka,Sri Lanka,New Zealand,Sydney Cricket Ground,balanced,ODI,39.4,85.6,right,2,0,83,7,9,0,0,0
504,Glenn Phillips,New Zealand,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,35.6,98.2,right,5,0,68,32,40,3,0,0
505,Aiden Markram,South Africa,New Zealand,"Gaddafi Stadium, Lahore",spin,ODI,38.9,87.1,right,3,0,83,14,18,1,0,0
506,Harry Brook,England,Bangladesh,"Gaddafi Stadium, Lahore",spin,ODI,48.7,103.2,right,6,0,65,26,25,2,0,0
507,Tamim Iqbal,Bangladesh,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,36.1,80.5,left,1,0,72,0,1,0,0,0
508,Glenn Phillips,New Zealand,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,T20,35.6,98.2,right,5,0,68,7,5,0,0,0
509,Quinton de Kock,South Africa,Bangladesh,"Gaddafi Stadium, Lahore",spin,T20,44.6,96.3,left,1,0,65,12,15,1,0,0
510,David Miller,South Africa,West Indies,"R. Premadasa Stadium, Colombo",spin,ODI,36.8,101.4,left,6,0,68,30,25,1,0,0
511,Mohammad Rizwan,Pakistan,India,"Hagley Oval, Christchurch",pace,T20,44.8,81.2,right,6,0,92,39,49,4,0,0
512,Mushfiqur Rahim,Bangladesh,India,"Eden Gardens, Kolkata",balanced,T20,36.5,78.9,right,5,0,92,6,6,0,0,1
513,Quinton de Kock,South Africa,Pakistan,"Wankhede Stadium, Mumbai",batting,ODI,44.6,96.3,left,2,0,80,35,50,2,0,0
514,Dhananjaya de Silva,Sri Lanka,Afghanistan,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,37.1,86.5,right,5,0,70,11,11,0,0,1
515,Aiden Markram,South Africa,New Zealand,"Gaddafi Stadium, Lahore",spin,T20,38.9,87.1,right,4,0,83,16,18,1,0,1
516,Charith Asalanka,Sri Lanka,South Africa,"M. Chinnaswamy Stadium, Bangalore",batting,T20,35.2,92.1,left,6,0,84,2,2,0,0,0
517,Jonny Bairstow,England,India,Sydney Cricket Ground,balanced,T20,42.3,104.5,right,5,0,92,29,35,2,0,0
518,Pathum Nissanka,Sri Lanka,England,"Gaddafi Stadium, Lahore",spin,T20,39.4,85.6,right,2,0,85,9,14,0,0,0
519,Brandon King,West Indies,New Zealand,"Kensington Oval, Barbados",batting,ODI,35.8,91.2,right,2,1,83,42,52,2,0,0
520,Quinton de Kock,South Africa,Sri Lanka,"Gaddafi Stadium, Lahore",spin,ODI,44.6,96.3,left,2,0,72,1,1,0,0,0
521,Shubman Gill,India,Sri Lanka,"Newlands, Cape Town",pace,T20,52.3,98.1,right,1,0,72,1,1,0,0,0
522,Shubman Gill,India,New Zealand,Dubai International Stadium,spin,ODI,52.3,98.1,right,2,0,83,0,1,0,0,0
523,Mahmudullah,Bangladesh,South Africa,"Lord's, London",pace,T20,33.9,76.8,right,6,0,84,14,15,1,0,0
524,Mahmudullah,Bangladesh,Australia,"Gaddafi Stadium, Lahore",spin,ODI,33.9,76.8,right,6,0,90,5,6,0,0,0
525,Saud Shakeel,Pakistan,Afghanistan,"Kensington Oval, Barbados",batting,ODI,46.3,82.4,left,5,0,70,5,6,0,0,0
526,Ibrahim Zadran,Afghanistan,Australia,"R. Premadasa Stadium, Colombo",spin,T20,41.2,82.3,right,2,0,90,0,1,0,0,0
527,Sadeera Samarawickrama,Sri Lanka,Australia,"R. Premadasa Stadium, Colombo",spin,ODI,31.5,84.3,right,5,1,90,29,29,2,0,0
528,Shubman Gill,India,England,"Eden Gardens, Kolkata",balanced,ODI,52.3,98.1,right,1,1,85,44,39,3,1,0
529,Najibullah Zadran,Afghanistan,Bangladesh,"Newlands, Cape Town",pace,T20,28.9,108.7,left,5,0,65,17,15,1,0,0
530,Shreyas Iyer,India,South Africa,"Lord's, London",pace,ODI,44.2,96.7,right,5,0,84,22,23,1,0,0
531,Jonny Bairstow,England,India,"R. Premadasa Stadium, Colombo",spin,ODI,42.3,104.5,right,6,0,92,71,63,6,2,0
532,Glenn Phillips,New Zealand,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,T20,35.6,98.2,right,5,0,65,0,1,0,0,0
533,Harry Brook,England,Afghanistan,"Lord's, London",pace,ODI,48.7,103.2,right,5,1,70,0,1,0,0,0
534,KL Rahul,India,Afghanistan,Melbourne Cricket Ground,pace,T20,47.5,87.3,right,4,0,70,45,68,3,0,0
535,Mohammad Rizwan,Pakistan,West Indies,Melbourne Cricket Ground,pace,ODI,44.8,81.2,right,5,0,68,10,8,0,0,0
536,KL Rahul,India,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,T20,47.5,87.3,right,3,0,65,26,30,2,0,0
537,Harry Brook,England,India,"Hagley Oval, Christchurch",pace,ODI,48.7,103.2,right,5,0,92,17,13,1,0,1
538,Rassie van der Dussen,South Africa,England,"R. Premadasa Stadium, Colombo",spin,ODI,48.2,84.5,right,6,0,85,32,49,3,0,0
539,Dhananjaya de Silva,Sri Lanka,England,"Gaddafi Stadium, Lahore",spin,T20,37.1,86.5,right,6,0,85,2,2,0,0,1
540,Shreyas Iyer,India,South Africa,"MA Chidambaram Stadium, Chennai",spin,ODI,44.2,96.7,right,5,1,84,13,11,1,0,0
541,Hashmatullah Shahidi,Afghanistan,New Zealand,"Eden Gardens, Kolkata",balanced,ODI,35.6,72.4,left,3,0,83,68,82,4,1,0
542,Babar Azam,Pakistan,South Africa,"Shere Bangla Stadium, Dhaka",spin,ODI,56.2,88.9,right,4,0,84,44,56,3,1,0
543,Sadeera Samarawickrama,Sri Lanka,Afghanistan,"Eden Gardens, Kolkata",balanced,T20,31.5,84.3,right,5,0,70,35,47,3,0,0
544,Quinton de Kock,South Africa,Afghanistan,"Shere Bangla Stadium, Dhaka",spin,T20,44.6,96.3,left,1,0,70,15,16,1,0,0
545,Devon Conway,New Zealand,Sri Lanka,"R. Premadasa Stadium, Colombo",spin,ODI,45.2,85.7,left,2,0,72,0,1,0,0,1
546,Azmatullah Omarzai,Afghanistan,South Africa,Sydney Cricket Ground,balanced,T20,32.4,96.8,right,6,0,84,12,10,1,0,0
547,Shreyas Iyer,India,England,"Hagley Oval, Christchurch",pace,T20,44.2,96.7,right,6,0,85,14,12,1,0,0
548,Rohit Sharma,India,New Zealand,"Shere Bangla Stadium, Dhaka",spin,T20,49.7,91.5,right,2,0,83,69,75,5,1,0
549,Imam-ul-Haq,Pakistan,South Africa,Sydney Cricket Ground,balanced,T20,49.5,79.1,left,1,0,84,47,73,3,1,0
550,Joe Root,England,Sri Lanka,"Hagley Oval, Christchurch",pace,ODI,51.2,87.5,right,3,0,72,8,11,0,0,0
551,Daryl Mitchell,New Zealand,India,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,43.1,93.5,right,6,0,92,2,2,0,0,0
552,Imam-ul-Haq,Pakistan,Sri Lanka,Dubai International Stadium,spin,T20,49.5,79.1,left,2,0,72,23,24,1,0,0
553,Shai Hope,West Indies,England,"Gaddafi Stadium, Lahore",spin,ODI,40.2,78.6,right,1,0,85,76,78,6,2,0
554,Sadeera Samarawickrama,Sri Lanka,India,"M. Chinnaswamy Stadium, Bangalore",batting,T20,31.5,84.3,right,6,0,92,9,13,0,0,0
555,Glenn Phillips,New Zealand,West Indies,Dubai International Stadium,spin,ODI,35.6,98.2,right,6,0,68,36,30,3,0,0
556,Rahmanullah Gurbaz,Afghanistan,Sri Lanka,"Gaddafi Stadium, Lahore",spin,T20,38.1,102.5,right,2,0,72,0,1,0,0,0
557,Kyle Mayers,West Indies,Afghanistan,"Lord's, London",pace,T20,33.5,95.1,left,5,0,70,56,55,3,1,0
558,Ben Stokes,England,South Africa,"Newlands, Cape Town",pace,ODI,40.1,95.8,left,6,0,84,17,22,1,0,0
559,Devon Conway,New Zealand,Australia,Melbourne Cricket Ground,pace,T20,45.2,85.7,left,2,0,90,4,6,0,0,0
560,Shubman Gill,India,Sri Lanka,"The Oval, London",balanced,ODI,52.3,98.1,right,1,0,72,19,18,1,0,0
561,Shreyas Iyer,India,West Indies,"Newlands, Cape Town",pace,T20,44.2,96.7,right,5,0,68,0,1,0,0,1
562,Shubman Gill,India,New Zealand,"Kensington Oval, Barbados",batting,ODI,52.3,98.1,right,2,0,83,49,52,3,0,0
563,Sadeera Samarawickrama,Sri Lanka,India,"Shere Bangla Stadium, Dhaka",spin,T20,31.5,84.3,right,5,0,92,7,11,0,0,0
564,Shubman Gill,India,Bangladesh,Dubai International Stadium,spin,ODI,52.3,98.1,right,1,0,65,59,68,4,0,0
565,Quinton de Kock,South Africa,New Zealand,"Kensington Oval, Barbados",batting,ODI,44.6,96.3,left,2,0,83,23,23,1,0,0
566,Kusal Mendis,Sri Lanka,England,"Gaddafi Stadium, Lahore",spin,T20,33.8,89.2,right,3,0,85,4,5,0,0,0
567,Fakhar Zaman,Pakistan,Sri Lanka,"MA Chidambaram Stadium, Chennai",spin,T20,42.1,94.3,left,1,0,72,18,20,1,0,0
568,Litton Das,Bangladesh,Pakistan,"Newlands, Cape Town",pace,T20,34.2,88.4,right,2,0,80,6,7,0,0,0
569,Rahmanullah Gurbaz,Afghanistan,England,"Shere Bangla Stadium, Dhaka",spin,T20,38.1,102.5,right,1,0,85,68,63,6,1,0
570,David Miller,South Africa,India,"Shere Bangla Stadium, Dhaka",spin,T20,36.8,101.4,left,6,0,92,0,1,0,0,0
571,Shubman Gill,India,South Africa,"The Oval, London",balanced,T20,52.3,98.1,right,2,0,84,22,23,1,0,0
572,Virat Kohli,India,Australia,"Wankhede Stadium, Mumbai",batting,ODI,59.1,93.2,right,3,1,90,3,3,0,0,0
573,Fakhar Zaman,Pakistan,Australia,"Gaddafi Stadium, Lahore",spin,T20,42.1,94.3,left,1,1,90,32,30,2,0,0
574,Mushfiqur Rahim,Bangladesh,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,T20,36.5,78.9,right,6,0,90,8,11,0,0,0
575,Mahmudullah,Bangladesh,Sri Lanka,"Wankhede Stadium, Mumbai",batting,T20,33.9,76.8,right,7,0,72,24,29,1,0,0
576,Devon Conway,New Zealand,West Indies,"Hagley Oval, Christchurch",pace,ODI,45.2,85.7,left,1,1,68,78,79,5,1,0
577,Shai Hope,West Indies,Pakistan,"The Oval, London",balanced,T20,40.2,78.6,right,1,0,80,33,44,2,0,0
578,Marnus Labuschagne,Australia,Afghanistan,Sydney Cricket Ground,balanced,T20,53.1,84.2,right,4,1,70,18,22,1,0,0
579,Mitchell Marsh,Australia,West Indies,"Newlands, Cape Town",pace,ODI,38.5,92.6,right,6,0,68,5,5,0,0,0
580,Ben Stokes,England,Afghanistan,Melbourne Cricket Ground,pace,T20,40.1,95.8,left,5,0,70,35,41,3,0,0
581,Shimron Hetmyer,West Indies,India,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,31.2,98.7,left,6,0,92,16,28,1,0,0
582,Rahmanullah Gurbaz,Afghanistan,Bangladesh,"Hagley Oval, Christchurch",pace,ODI,38.1,102.5,right,1,0,65,15,13,1,0,0
583,Fakhar Zaman,Pakistan,Sri Lanka,"Hagley Oval, Christchurch",pace,T20,42.1,94.3,left,2,0,72,4,4,0,0,0
584,Virat Kohli,India,Bangladesh,"Wankhede Stadium, Mumbai",batting,T20,59.1,93.2,right,4,1,65,14,17,1,0,1
585,KL Rahul,India,South Africa,"Newlands, Cape Town",pace,T20,47.5,87.3,right,3,0,84,10,12,0,0,1
586,Hashmatullah Shahidi,Afghanistan,England,"M. Chinnaswamy Stadium, Bangalore",batting,T20,35.6,72.4,left,4,0,85,17,22,1,0,1
587,Shai Hope,West Indies,South Africa,"Shere Bangla Stadium, Dhaka",spin,T20,40.2,78.6,right,2,0,84,6,7,0,0,0
588,Harry Brook,England,Sri Lanka,Dubai International Stadium,spin,T20,48.7,103.2,right,5,0,72,15,21,1,0,0
589,Tamim Iqbal,Bangladesh,South Africa,"The Oval, London",balanced,T20,36.1,80.5,left,1,0,84,0,1,0,0,0
590,Shai Hope,West Indies,Afghanistan,"Hagley Oval, Christchurch",pace,T20,40.2,78.6,right,2,0,70,4,4,0,0,0
591,Sadeera Samarawickrama,Sri Lanka,India,"Shere Bangla Stadium, Dhaka",spin,ODI,31.5,84.3,right,6,0,92,0,1,0,0,1
592,Glenn Phillips,New Zealand,West Indies,Dubai International Stadium,spin,ODI,35.6,98.2,right,5,0,68,19,19,2,0,0
593,Shai Hope,West Indies,Pakistan,"Shere Bangla Stadium, Dhaka",spin,ODI,40.2,78.6,right,1,0,80,3,3,0,0,0
594,Steve Smith,Australia,New Zealand,"Newlands, Cape Town",pace,T20,56.8,86.4,right,3,0,83,17,21,1,0,1
595,Jos Buttler,England,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,39.8,118.2,right,6,0,70,0,1,0,0,0
596,Mahmudullah,Bangladesh,Pakistan,"Eden Gardens, Kolkata",balanced,ODI,33.9,76.8,right,6,0,80,14,16,0,0,0
597,Daryl Mitchell,New Zealand,India,"Kensington Oval, Barbados",batting,T20,43.1,93.5,right,6,0,92,11,10,1,0,1
598,Charith Asalanka,Sri Lanka,Pakistan,"Kensington Oval, Barbados",batting,ODI,35.2,92.1,left,6,0,80,0,1,0,0,0
599,KL Rahul,India,Pakistan,Melbourne Cricket Ground,pace,T20,47.5,87.3,right,3,0,80,0,1,0,0,0
600,Glenn Phillips,New Zealand,England,"Gaddafi Stadium, Lahore",spin,T20,35.6,98.2,right,6,0,85,9,8,0,0,0
601,Hashmatullah Shahidi,Afghanistan,Pakistan,"R. Premadasa Stadium, Colombo",spin,T20,35.6,72.4,left,3,0,80,14,24,1,0,0
602,Ibrahim Zadran,Afghanistan,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,T20,41.2,82.3,right,2,0,72,15,17,1,0,1
603,Glenn Phillips,New Zealand,Bangladesh,"Shere Bangla Stadium, Dhaka",spin,ODI,35.6,98.2,right,5,0,65,59,59,6,1,0
604,Shakib Al Hasan,Bangladesh,West Indies,"Wankhede Stadium, Mumbai",batting,T20,37.8,82.1,left,6,0,68,10,14,1,0,0
605,Rohit Sharma,India,Pakistan,"Kensington Oval, Barbados",batting,ODI,49.7,91.5,right,1,0,80,106,134,7,3,0
606,Litton Das,Bangladesh,England,"Kensington Oval, Barbados",batting,T20,34.2,88.4,right,1,0,85,16,16,1,0,0
607,Litton Das,Bangladesh,West Indies,"Wankhede Stadium, Mumbai",batting,T20,34.2,88.4,right,1,0,68,3,3,0,0,1
608,Harry Brook,England,West Indies,"Hagley Oval, Christchurch",pace,T20,48.7,103.2,right,5,0,68,40,33,3,1,0
609,Jonny Bairstow,England,Afghanistan,"Lord's, London",pace,T20,42.3,104.5,right,5,1,70,0,1,0,0,0
610,Harry Brook,England,Pakistan,Dubai International Stadium,spin,T20,48.7,103.2,right,5,0,80,24,34,1,0,0
611,Kyle Mayers,West Indies,Australia,"M. Chinnaswamy Stadium, Bangalore",batting,T20,33.5,95.1,left,5,0,90,2,2,0,0,0
612,Charith Asalanka,Sri Lanka,Australia,Sydney Cricket Ground,balanced,ODI,35.2,92.1,left,5,0,90,8,11,0,0,0
613,Marnus Labuschagne,Australia,India,"Wankhede Stadium, Mumbai",batting,T20,53.1,84.2,right,3,0,92,18,15,1,0,0
614,Brandon King,West Indies,Pakistan,"Shere Bangla Stadium, Dhaka",spin,ODI,35.8,91.2,right,2,0,80,0,1,0,0,1
615,Najibullah Zadran,Afghanistan,Australia,"Gaddafi Stadium, Lahore",spin,ODI,28.9,108.7,left,6,0,90,30,31,1,0,0
616,Mitchell Marsh,Australia,Pakistan,"Wankhede Stadium, Mumbai",batting,T20,38.5,92.6,right,6,0,80,23,30,1,0,0
617,Fakhar Zaman,Pakistan,Australia,"Gaddafi Stadium, Lahore",spin,ODI,42.1,94.3,left,2,1,90,40,36,4,0,0
618,Mitchell Marsh,Australia,England,"Eden Gardens, Kolkata",balanced,T20,38.5,92.6,right,5,0,85,13,12,1,0,0
619,Joe Root,England,Sri Lanka,Sydney Cricket Ground,balanced,ODI,51.2,87.5,right,4,0,72,36,58,3,0,0
620,Hashmatullah Shahidi,Afghanistan,West Indies,"Kensington Oval, Barbados",batting,T20,35.6,72.4,left,3,0,68,6,7,0,0,1
621,Nicholas Pooran,West Indies,India,"Eden Gardens, Kolkata",balanced,ODI,30.5,105.3,left,6,0,92,0,1,0,0,0
622,KL Rahul,India,New Zealand,Dubai International Stadium,spin,ODI,47.5,87.3,right,4,0,83,6,6,0,0,0
623,Kusal Mendis,Sri Lanka,Pakistan,"Shere Bangla Stadium, Dhaka",spin,ODI,33.8,89.2,right,3,0,80,0,1,0,0,0
624,Devon Conway,New Zealand,Afghanistan,Dubai International Stadium,spin,T20,45.2,85.7,left,1,0,70,0,1,0,0,0
625,Rassie van der Dussen,South Africa,Bangladesh,Dubai International Stadium,spin,T20,48.2,84.5,right,5,0,65,2,1,0,0,0
626,Shakib Al Hasan,Bangladesh,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,37.8,82.1,left,6,0,70,53,60,4,1,0
627,Tom Latham,New Zealand,Afghanistan,"Wankhede Stadium, Mumbai",batting,ODI,39.8,78.4,left,2,0,70,0,1,0,0,1
628,Babar Azam,Pakistan,England,"MA Chidambaram Stadium, Chennai",spin,ODI,56.2,88.9,right,3,0,85,35,27,2,0,0
629,Hashmatullah Shahidi,Afghanistan,Sri Lanka,Melbourne Cricket Ground,pace,ODI,35.6,72.4,left,4,0,72,0,1,0,0,0
630,KL Rahul,India,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,ODI,47.5,87.3,right,4,1,70,0,1,0,0,0
631,Mahmudullah,Bangladesh,India,"MA Chidambaram Stadium, Chennai",spin,T20,33.9,76.8,right,7,0,92,32,48,3,0,0
632,Steve Smith,Australia,South Africa,"Lord's, London",pace,ODI,56.8,86.4,right,4,0,84,35,39,2,0,1
633,Babar Azam,Pakistan,India,"Shere Bangla Stadium, Dhaka",spin,ODI,56.2,88.9,right,3,0,92,32,33,2,0,0
634,Brandon King,West Indies,Pakistan,"Gaddafi Stadium, Lahore",spin,T20,35.8,91.2,right,2,0,80,22,25,2,0,0
635,Charith Asalanka,Sri Lanka,Australia,"Lord's, London",pace,T20,35.2,92.1,left,6,0,90,1,1,0,0,0
636,Najibullah Zadran,Afghanistan,Bangladesh,"Lord's, London",pace,T20,28.9,108.7,left,5,0,65,0,1,0,0,0
637,Joe Root,England,Afghanistan,"Eden Gardens, Kolkata",balanced,ODI,51.2,87.5,right,4,0,70,55,76,4,1,0
638,Shakib Al Hasan,Bangladesh,New Zealand,"R. Premadasa Stadium, Colombo",spin,T20,37.8,82.1,left,6,0,83,0,1,0,0,1
639,Rohit Sharma,India,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,T20,49.7,91.5,right,1,1,65,7,12,0,0,0
640,Quinton de Kock,South Africa,Bangladesh,"Lord's, London",pace,T20,44.6,96.3,left,2,0,65,4,4,0,0,1
641,Harry Brook,England,Sri Lanka,Sydney Cricket Ground,balanced,T20,48.7,103.2,right,5,0,72,34,40,3,0,0
642,Rassie van der Dussen,South Africa,India,"MA Chidambaram Stadium, Chennai",spin,T20,48.2,84.5,right,5,0,92,0,1,0,0,0
643,Kusal Mendis,Sri Lanka,India,"Gaddafi Stadium, Lahore",spin,T20,33.8,89.2,right,4,0,92,48,46,5,0,0
644,Ibrahim Zadran,Afghanistan,West Indies,Dubai International Stadium,spin,ODI,41.2,82.3,right,1,0,68,1,1,0,0,0
645,Imam-ul-Haq,Pakistan,New Zealand,"The Oval, London",balanced,T20,49.5,79.1,left,2,0,83,0,1,0,0,0
646,Pathum Nissanka,Sri Lanka,Pakistan,"MA Chidambaram Stadium, Chennai",spin,ODI,39.4,85.6,right,2,0,80,14,16,0,0,0
647,Litton Das,Bangladesh,West Indies,"Lord's, London",pace,T20,34.2,88.4,right,2,0,68,46,44,4,0,0
648,Kusal Mendis,Sri Lanka,New Zealand,"Wankhede Stadium, Mumbai",batting,T20,33.8,89.2,right,4,0,83,0,1,0,0,1
649,Mohammad Rizwan,Pakistan,Bangladesh,"Wankhede Stadium, Mumbai",batting,T20,44.8,81.2,right,6,0,65,49,64,5,0,0
650,Pathum Nissanka,Sri Lanka,West Indies,"R. Premadasa Stadium, Colombo",spin,ODI,39.4,85.6,right,2,1,68,30,33,2,0,0
651,Mushfiqur Rahim,Bangladesh,England,"Shere Bangla Stadium, Dhaka",spin,T20,36.5,78.9,right,5,1,85,0,1,0,0,0
652,Quinton de Kock,South Africa,Afghanistan,"Gaddafi Stadium, Lahore",spin,T20,44.6,96.3,left,2,0,70,13,12,0,0,0
653,KL Rahul,India,Pakistan,Dubai International Stadium,spin,ODI,47.5,87.3,right,4,0,80,42,57,4,0,0
654,Virat Kohli,India,Afghanistan,"Lord's, London",pace,T20,59.1,93.2,right,3,0,70,3,2,0,0,0
655,Babar Azam,Pakistan,New Zealand,"Wankhede Stadium, Mumbai",batting,ODI,56.2,88.9,right,3,0,83,37,41,3,0,0
656,Mitchell Marsh,Australia,Afghanistan,"Kensington Oval, Barbados",batting,ODI,38.5,92.6,right,6,0,70,10,11,0,0,0
657,Brandon King,West Indies,India,Sydney Cricket Ground,balanced,ODI,35.8,91.2,right,2,0,92,25,24,2,0,1
658,Azmatullah Omarzai,Afghanistan,West Indies,"Lord's, London",pace,T20,32.4,96.8,right,5,0,68,14,12,1,0,0
659,Quinton de Kock,South Africa,Australia,"Wankhede Stadium, Mumbai",batting,T20,44.6,96.3,left,1,0,90,5,5,0,0,0
660,Shimron Hetmyer,West Indies,Sri Lanka,"Shere Bangla Stadium, Dhaka",spin,ODI,31.2,98.7,left,5,0,72,0,1,0,0,0
661,Travis Head,Australia,Pakistan,"The Oval, London",balanced,T20,44.9,101.3,left,5,0,80,15,11,1,0,0
662,Najibullah Zadran,Afghanistan,India,"Shere Bangla Stadium, Dhaka",spin,T20,28.9,108.7,left,5,0,92,10,8,1,0,0
663,Azmatullah Omarzai,Afghanistan,Sri Lanka,"The Oval, London",balanced,ODI,32.4,96.8,right,6,0,72,11,10,0,0,0
664,Ibrahim Zadran,Afghanistan,South Africa,"Lord's, London",pace,T20,41.2,82.3,right,2,0,84,25,32,1,0,0
665,Saud Shakeel,Pakistan,Afghanistan,"Hagley Oval, Christchurch",pace,ODI,46.3,82.4,left,6,0,70,87,96,5,1,0
666,Hashmatullah Shahidi,Afghanistan,Sri Lanka,Melbourne Cricket Ground,pace,ODI,35.6,72.4,left,4,0,72,30,40,2,0,0
667,Pathum Nissanka,Sri Lanka,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,ODI,39.4,85.6,right,2,0,65,20,19,1,0,0
668,Mitchell Marsh,Australia,South Africa,"Shere Bangla Stadium, Dhaka",spin,ODI,38.5,92.6,right,6,0,84,0,1,0,0,0
669,Quinton de Kock,South Africa,Bangladesh,"M. Chinnaswamy Stadium, Bangalore",batting,T20,44.6,96.3,left,1,0,65,2,1,0,0,0
670,Tom Latham,New Zealand,England,"Shere Bangla Stadium, Dhaka",spin,ODI,39.8,78.4,left,2,0,85,39,48,2,0,0
671,Shakib Al Hasan,Bangladesh,Pakistan,"Lord's, London",pace,T20,37.8,82.1,left,6,0,80,1,1,0,0,0
672,Ibrahim Zadran,Afghanistan,England,"Hagley Oval, Christchurch",pace,T20,41.2,82.3,right,1,0,85,1,1,0,0,0
673,Marnus Labuschagne,Australia,Sri Lanka,Melbourne Cricket Ground,pace,ODI,53.1,84.2,right,4,1,72,13,24,1,0,0
674,Babar Azam,Pakistan,West Indies,"M. Chinnaswamy Stadium, Bangalore",batting,T20,56.2,88.9,right,3,0,68,31,38,3,0,0
675,Babar Azam,Pakistan,South Africa,Dubai International Stadium,spin,T20,56.2,88.9,right,4,0,84,89,113,7,2,0
676,Devon Conway,New Zealand,Australia,"The Oval, London",balanced,ODI,45.2,85.7,left,2,0,90,91,120,8,2,0
677,Heinrich Klaasen,South Africa,Pakistan,"R. Premadasa Stadium, Colombo",spin,ODI,41.5,112.7,right,5,0,80,3,2,0,0,0
678,Tom Latham,New Zealand,West Indies,"Lord's, London",pace,ODI,39.8,78.4,left,2,0,68,0,1,0,0,0
679,KL Rahul,India,Bangladesh,"MA Chidambaram Stadium, Chennai",spin,T20,47.5,87.3,right,3,1,65,0,1,0,0,0
680,Rahmanullah Gurbaz,Afghanistan,Bangladesh,Dubai International Stadium,spin,T20,38.1,102.5,right,1,0,65,0,1,0,0,1
681,Jos Buttler,England,Afghanistan,"Newlands, Cape Town",pace,ODI,39.8,118.2,right,7,0,70,2,2,0,0,0
682,Shai Hope,West Indies,South Africa,"Newlands, Cape Town",pace,T20,40.2,78.6,right,2,0,84,57,142,5,1,0
683,Charith Asalanka,Sri Lanka,New Zealand,"MA Chidambaram Stadium, Chennai",spin,T20,35.2,92.1,left,6,0,83,1,1,0,0,0
684,Glenn Phillips,New Zealand,Pakistan,"Newlands, Cape Town",pace,ODI,35.6,98.2,right,6,0,80,21,19,2,0,0
685,Mohammad Rizwan,Pakistan,England,"The Oval, London",balanced,T20,44.8,81.2,right,5,0,85,8,10,0,0,0
686,Mohammad Rizwan,Pakistan,India,"Wankhede Stadium, Mumbai",batting,ODI,44.8,81.2,right,6,0,92,0,1,0,0,0
687,Ben Stokes,England,Sri Lanka,"Kensington Oval, Barbados",batting,ODI,40.1,95.8,left,6,0,72,17,21,1,0,0
688,Mitchell Marsh,Australia,South Africa,"Gaddafi Stadium, Lahore",spin,ODI,38.5,92.6,right,5,0,84,10,12,0,0,0
689,Tom Latham,New Zealand,Afghanistan,"Wankhede Stadium, Mumbai",batting,ODI,39.8,78.4,left,1,0,70,46,38,4,0,1
690,Jonny Bairstow,England,Afghanistan,"MA Chidambaram Stadium, Chennai",spin,T20,42.3,104.5,right,5,0,70,8,7,0,0,0
691,Quinton de Kock,South Africa,Bangladesh,Melbourne Cricket Ground,pace,T20,44.6,96.3,left,1,0,65,10,11,0,0,1
692,Brandon King,West Indies,Afghanistan,"Lord's, London",pace,T20,35.8,91.2,right,2,0,70,0,1,0,0,0
693,Quinton de Kock,South Africa,Bangladesh,"Eden Gardens, Kolkata",balanced,T20,44.6,96.3,left,1,0,65,18,18,1,0,0
694,Kyle Mayers,West Indies,England,Dubai International Stadium,spin,T20,33.5,95.1,left,6,0,85,0,1,0,0,0
